date,data_source,channel_group,campaign,source_medium,impressions,clicks,sessions,total_users,new_users,conversions,leads,booked,attended,total_cost,total_revenue,treatment
2025-11-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,23.65,1010.97,Root Canal
2025-11-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.18,1316.75,Veneers
2025-11-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,29.92,642.99,Whitening
2025-11-21,Google Ads,Paid Search,Retargeting (Search),google / cpc,15630,699,723,519,315,35,35,23,21,2649.49,9836.93,
2025-11-21,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,18079,184,229,151,86,4,4,2,1,1072.04,514.4,
2025-11-21,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,19763,407,453,335,128,9,9,6,5,621.21,2612.35,
2025-11-21,Organic Search,Organic Search,Blog Content,google / organic,383,26,270,178,68,18,18,10,8,0.0,4769.74,
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,2,7,7,5,4,100.98,641.89,Cleaning
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,40.28,2946.79,Crown
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Extraction
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,24.24,249.54,Filling
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,28.44,1544.09,Implant Consult
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,12.15,392.53,Ortho Consult
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,37.86,2180.22,Root Canal
2025-11-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,2,7,7,5,4,65.82,1312.84,Whitening
2025-11-22,Google Ads,Paid Search,Branded Search,google / cpc,12039,703,699,532,308,26,26,14,11,2475.47,4191.96,
2025-11-22,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,25665,186,216,179,86,0,0,0,0,882.01,0.0,
2025-11-22,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,24344,458,467,312,178,10,10,6,5,864.52,2173.11,
2025-11-22,Organic Search,Organic Search,Blog Content,google / organic,455,20,275,197,72,5,5,4,2,0.0,1034.87,
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,3,77.29,423.81,Cleaning
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,7,7,5,4,64.1,5452.81,Crown
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,16.97,610.1,Extraction
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,13.29,170.75,Filling
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,32.18,1038.09,Implant Consult
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,15.74,392.71,Ortho Consult
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,36.4,3022.17,Root Canal
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,18.31,1333.36,Veneers
2025-11-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,16.44,267.85,Whitening
2025-11-23,Google Ads,Paid Search,Retargeting (Search),google / cpc,21759,735,598,431,166,17,17,12,10,3556.04,4349.85,
2025-11-23,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,13698,144,193,152,78,1,1,0,0,1065.44,0.0,
2025-11-23,Meta Ads,Paid Social,Awareness Video,instagram / paid,20650,372,399,277,145,2,2,1,1,521.1,209.31,
2025-11-23,Organic Search,Organic Search,Evergreen SEO,google / organic,410,25,267,172,81,15,15,6,5,0.0,2456.64,
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,7,7,5,4,80.99,619.05,Cleaning
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,3,2,49.02,2538.57,Crown
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,2,2,36.72,454.97,Filling
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,26.43,1304.7,Implant Consult
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.58,339.91,Ortho Consult
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,22.09,1199.89,Root Canal
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.16,1485.56,Veneers
2025-11-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,5,5,4,3,62.89,791.16,Whitening
2025-11-24,Google Ads,Paid Search,Nonbrand Search,google / cpc,11281,563,557,463,245,17,17,10,8,1831.33,2927.65,
2025-11-24,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,13379,139,159,109,43,0,0,0,0,819.54,0.0,
2025-11-24,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,16548,348,351,260,160,4,4,2,1,363.67,385.92,
2025-11-24,Organic Search,Organic Search,Local SEO,google / organic,329,19,219,160,95,6,6,5,4,0.0,2567.83,
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,37.59,200.55,Cleaning
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,28.25,1026.78,Crown
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,39.78,718.45,Extraction
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,32.6,337.9,Filling
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,4,4,3,3,48.47,1671.67,Implant Consult
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,32.36,1015.71,Ortho Consult
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.56,1356.91,Root Canal
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,17.98,1543.17,Veneers
2025-11-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,41.13,717.29,Whitening
2025-11-25,Google Ads,Paid Search,Competitor Conquest,google / cpc,18365,637,603,517,309,17,17,8,6,2971.27,3135.89,
2025-11-25,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,13374,149,181,116,67,1,1,1,1,1075.22,434.45,
2025-11-25,Meta Ads,Paid Social,Awareness Video,facebook / paid,12993,361,395,292,120,4,4,2,1,551.2,382.87,
2025-11-25,Organic Search,Organic Search,Evergreen SEO,google / organic,458,23,260,167,90,13,13,7,5,0.0,1900.14,
2025-11-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,37.68,262.77,Cleaning
2025-11-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,21.62,642.49,Crown
2025-11-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,23.1,401.97,Extraction
2025-11-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,27.86,677.19,Implant Consult
2025-11-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Ortho Consult
2025-11-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,16.15,1167.71,Root Canal
2025-11-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,19.96,278.44,Whitening
2025-11-26,Google Ads,Paid Search,Branded Search,google / cpc,8616,499,734,532,222,32,32,17,12,1867.87,7463.86,
2025-11-26,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,19511,226,205,173,77,2,2,1,1,1564.01,414.64,
2025-11-26,Meta Ads,Paid Social,Awareness Video,facebook / paid,19961,298,434,325,174,8,8,4,3,346.21,921.78,
2025-11-26,Organic Search,Organic Search,Local SEO,google / organic,628,24,292,238,94,10,10,5,4,0.0,1698.43,
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,5,5,3,3,53.4,675.6,Cleaning
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,28.39,2098.37,Crown
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,50.84,652.29,Extraction
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,2,44.63,478.64,Filling
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.6,689.25,Implant Consult
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,39.66,647.22,Ortho Consult
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,3,5,5,4,4,61.38,5262.47,Root Canal
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,54.01,3024.27,Veneers
2025-11-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,54.5,473.87,Whitening
2025-11-27,Google Ads,Paid Search,Competitor Conquest,google / cpc,16357,723,744,499,272,19,19,13,10,2642.29,3485.01,
2025-11-27,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,20149,237,243,187,90,2,2,1,1,1584.46,559.85,
2025-11-27,Meta Ads,Paid Social,Awareness Video,instagram / paid,45244,660,542,339,129,9,9,5,4,1160.62,1459.54,
2025-11-27,Organic Search,Organic Search,Blog Content,google / organic,551,35,327,267,115,10,10,4,4,0.0,1463.4,
2025-11-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,19.36,180.39,Cleaning
2025-11-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,0,2,2,2,2,33.42,1999.93,Crown
2025-11-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,15.03,196.6,Filling
2025-11-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,22.43,509.05,Implant Consult
2025-11-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.28,788.38,Root Canal
2025-11-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,20.72,1509.27,Veneers
2025-11-28,Google Ads,Paid Search,Branded Search,google / cpc,13755,728,760,540,299,24,24,13,11,3549.05,6893.09,
2025-11-28,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,33741,267,232,179,101,0,0,0,0,1665.9,0.0,
2025-11-28,Meta Ads,Paid Social,Awareness Video,facebook / paid,28561,409,490,364,164,6,6,4,3,628.36,1196.65,
2025-11-28,Organic Search,Organic Search,Blog Content,google / organic,646,24,356,249,152,9,9,7,5,0.0,2982.21,
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,17.12,168.23,Cleaning
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,17.89,1380.09,Crown
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,49.65,663.71,Extraction
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,3,3,3,3,32.93,738.78,Filling
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,3,56.69,1364.97,Ortho Consult
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,5,5,4,3,61.45,3033.2,Root Canal
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,49.04,2763.97,Veneers
2025-11-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,8.77,259.13,Whitening
2025-11-29,Google Ads,Paid Search,Retargeting (Search),google / cpc,15130,888,744,640,314,39,39,19,15,3845.81,4038.03,
2025-11-29,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,11779,209,216,173,85,3,3,2,1,1613.15,404.6,
2025-11-29,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,31876,524,482,347,201,15,15,6,4,588.46,1823.29,
2025-11-29,Organic Search,Organic Search,Local SEO,google / organic,571,31,332,277,142,12,12,7,5,0.0,2123.52,
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,4,4,3,3,51.7,444.19,Cleaning
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,3,3,3,3,42.68,2924.65,Crown
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,18.29,817.99,Extraction
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,26.63,539.22,Filling
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,33.49,1215.76,Implant Consult
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.54,1249.42,Root Canal
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,15.48,1371.91,Veneers
2025-11-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,3,2,44.7,656.27,Whitening
2025-11-30,Google Ads,Paid Search,Branded Search,google / cpc,13070,689,711,482,183,26,26,17,15,2088.51,8029.01,
2025-11-30,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,16711,207,201,166,70,2,2,1,1,1182.38,314.96,
2025-11-30,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,18557,426,424,352,149,8,8,6,5,1032.93,2234.12,
2025-11-30,Organic Search,Organic Search,Evergreen SEO,google / organic,361,21,316,248,93,12,12,5,3,0.0,1120.5,
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,36.58,372.6,Cleaning
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,12.83,1287.95,Crown
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,22.44,336.64,Extraction
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,28.32,466.49,Filling
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,20.63,842.32,Implant Consult
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,22.0,488.14,Ortho Consult
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,14.51,1102.67,Root Canal
2025-11-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,16.97,1439.14,Veneers
2025-12-01,Google Ads,Paid Search,Retargeting (Search),google / cpc,14824,576,607,452,182,16,16,9,8,1652.84,3666.84,
2025-12-01,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,14097,201,178,136,56,2,2,1,1,1405.17,395.31,
2025-12-01,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,14657,428,420,299,181,6,6,2,1,893.74,322.48,
2025-12-01,Organic Search,Organic Search,Local SEO,google / organic,318,22,245,162,63,11,11,6,5,0.0,1552.69,
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.0,168.49,Cleaning
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,3,3,2,1,14.88,1044.14,Crown
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.73,339.63,Extraction
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,15.55,211.11,Filling
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,23.22,630.49,Implant Consult
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,21.82,445.56,Ortho Consult
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,26.55,2719.19,Root Canal
2025-12-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,14.51,1403.7,Veneers
2025-12-02,Google Ads,Paid Search,Competitor Conquest,google / cpc,16867,742,690,581,328,13,13,5,4,2670.59,1404.53,
2025-12-02,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,14569,193,196,134,48,0,0,0,0,1104.83,0.0,
2025-12-02,Meta Ads,Paid Social,Awareness Video,facebook / paid,27587,385,453,343,162,3,3,2,1,513.08,283.74,
2025-12-02,Organic Search,Organic Search,Evergreen SEO,google / organic,377,25,278,217,80,14,14,6,5,0.0,2297.32,
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,4,4,3,3,52.42,494.66,Cleaning
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,4,4,3,3,52.96,1617.0,Crown
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,18.35,364.47,Extraction
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,20.56,532.02,Filling
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,23.33,1742.86,Implant Consult
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.36,411.51,Ortho Consult
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.04,978.18,Root Canal
2025-12-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,3,2,31.3,2508.69,Veneers
2025-12-03,Google Ads,Paid Search,Branded Search,google / cpc,17723,762,732,635,295,27,27,14,11,2663.69,5286.44,
2025-12-03,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,12837,207,217,138,72,4,4,2,2,1225.39,768.87,
2025-12-03,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,25591,436,499,395,238,7,7,3,2,603.02,979.3,
2025-12-03,Organic Search,Organic Search,Blog Content,google / organic,501,33,304,264,163,11,11,6,4,0.0,2015.66,
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,1,7,7,6,5,142.39,977.62,Cleaning
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,24.73,1088.22,Crown
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,5,5,4,3,77.66,748.73,Filling
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,33.83,1438.56,Implant Consult
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,44.09,934.75,Ortho Consult
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,36.99,1951.19,Root Canal
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,23.27,1325.9,Veneers
2025-12-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Whitening
2025-12-04,Google Ads,Paid Search,Competitor Conquest,google / cpc,11550,688,807,643,324,17,17,9,7,2979.13,3224.65,
2025-12-04,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,24121,274,225,197,89,3,3,2,2,1083.65,1011.37,
2025-12-04,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,21421,524,524,353,138,11,11,8,7,749.01,2591.82,
2025-12-04,Organic Search,Organic Search,Blog Content,google / organic,573,31,320,261,147,15,15,9,7,0.0,3599.75,
2025-12-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,0,3,3,2,2,16.0,302.54,Cleaning
2025-12-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,11,11,2,8,8,6,5,70.24,5383.22,Crown
2025-12-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,6,6,4,3,49.67,912.04,Filling
2025-12-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.59,949.46,Implant Consult
2025-12-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,21.42,374.56,Ortho Consult
2025-12-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,19.03,1216.39,Root Canal
2025-12-05,Google Ads,Paid Search,Retargeting (Search),google / cpc,13213,778,816,611,304,47,47,35,27,2757.8,15398.54,
2025-12-05,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,21178,232,222,178,109,2,2,1,1,966.24,381.54,
2025-12-05,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,24284,440,512,393,195,12,12,7,5,940.3,2251.17,
2025-12-05,Organic Search,Organic Search,Evergreen SEO,google / organic,952,39,363,231,89,12,12,5,4,0.0,1830.63,
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,7,7,5,4,84.41,581.78,Cleaning
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,6,6,4,3,52.54,2759.37,Crown
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.61,330.61,Extraction
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.77,201.08,Filling
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,17.84,555.25,Implant Consult
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,4,3,46.0,1182.86,Ortho Consult
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,31.36,2110.29,Root Canal
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,38.19,2540.53,Veneers
2025-12-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,38.43,580.97,Whitening
2025-12-06,Google Ads,Paid Search,Branded Search,google / cpc,14132,740,739,531,190,46,46,33,24,3030.58,12754.9,
2025-12-06,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,12127,227,215,155,68,4,4,2,1,1404.19,512.4,
2025-12-06,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,18270,307,486,415,145,7,7,5,4,682.34,1240.5,
2025-12-06,Organic Search,Organic Search,Local SEO,google / organic,672,28,326,207,94,8,8,4,3,0.0,1326.11,
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,6,6,4,4,61.02,574.53,Cleaning
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,17.14,1081.91,Crown
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,2,1,11.85,251.21,Extraction
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,21.9,228.66,Filling
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,43.92,1458.25,Implant Consult
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,52.29,729.38,Ortho Consult
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,31.33,1971.26,Root Canal
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,14.16,1031.12,Veneers
2025-12-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,18.61,260.18,Whitening
2025-12-07,Google Ads,Paid Search,Competitor Conquest,google / cpc,20255,744,640,427,187,14,14,8,8,2363.58,3485.59,
2025-12-07,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,21894,213,208,177,80,2,2,1,1,932.54,373.44,
2025-12-07,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,40936,470,484,332,167,11,11,4,3,687.29,1526.69,
2025-12-07,Organic Search,Organic Search,Blog Content,google / organic,740,29,310,273,119,10,10,7,7,0.0,3663.15,
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Cleaning
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,43.54,1890.05,Crown
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.35,339.81,Extraction
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,18.38,250.47,Filling
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.52,526.15,Implant Consult
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,14.01,550.26,Ortho Consult
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,28.36,1985.29,Root Canal
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,20.61,1431.0,Veneers
2025-12-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,13.6,313.15,Whitening
2025-12-08,Google Ads,Paid Search,Nonbrand Search,google / cpc,18936,743,616,436,243,23,23,16,11,2684.16,6861.55,
2025-12-08,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,10662,143,173,125,53,1,1,1,1,721.04,285.72,
2025-12-08,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,38498,513,437,355,187,14,14,7,5,415.44,2395.89,
2025-12-08,Organic Search,Organic Search,Local SEO,google / organic,520,19,243,185,67,12,12,8,7,0.0,3301.78,
2025-12-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,3,3,2,1,16.95,127.68,Cleaning
